vulnerability_id,vulnerability_type,triage_true_positive,ground_truth_vulnerability,filename,cwe
67a56db6b61b6dd44db46ed1,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,22
67a56db6b61b6dd44db46ed2,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,22
67a56db6b61b6dd44db46ed3,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,22
67a56db6b61b6dd44db46ed4,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,90
67a56db6b61b6dd44db46ed5,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,90
67a56db6b61b6dd44db46ed6,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,90
67a56db6b61b6dd44db46ed7,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,90
67a56db6b61b6dd44db46ed8,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,79
67a56db6b61b6dd44db46ed9,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00013.java,79
67a56db6b61b6dd44db46eda,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00014.java,79
67a56db6b61b6dd44db46edb,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,78
67a56db6b61b6dd44db46edc,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,78
67a56db6b61b6dd44db46edd,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,78
67a56db6b61b6dd44db46ede,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,78
67a56db6b61b6dd44db46edf,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,78
67a56db6b61b6dd44db46ee0,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00016.java,352
67a56db6b61b6dd44db46ee1,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,78
67a56db6b61b6dd44db46ee2,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,78
67a56db6b61b6dd44db46ee3,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,78
67a56db6b61b6dd44db46ee4,Command Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,78
67a56db6b61b6dd44db46ee5,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,89
67a56db6b61b6dd44db46ee6,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,89
67a56db6b61b6dd44db46ee7,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,89
67a56db6b61b6dd44db46ee8,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,327
67a56db7b61b6dd44db46ee9,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,327
67a56db7b61b6dd44db46eea,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,489
67a56db7b61b6dd44db46eeb,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,327
67a56db7b61b6dd44db46eec,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,327
67a56db7b61b6dd44db46eed,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46eee,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46eef,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46ef0,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46ef1,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46ef2,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46ef3,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,489
67a56db7b61b6dd44db46ef4,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,90
67a56db7b61b6dd44db46ef5,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,90
67a56db7b61b6dd44db46ef6,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,90
67a56db7b61b6dd44db46ef7,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,90
67a56db7b61b6dd44db46ef8,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,79
67a56db7b61b6dd44db46ef9,Weak Random Number,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00023.java,330
67a56db7b61b6dd44db46efa,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00023.java,352
67a56db7b61b6dd44db46efb,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00024.java,89
67a56db7b61b6dd44db46efc,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00024.java,89
67a56db7b61b6dd44db46efd,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,89
67a56db7b61b6dd44db46efe,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,79
67a56db7b61b6dd44db46eff,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00026.java,89
67a56db7b61b6dd44db46f00,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,89
67a56db7b61b6dd44db46f01,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,89
67a56db7b61b6dd44db46f02,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,89
67a56db7b61b6dd44db46f03,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f04,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f05,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f06,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f07,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,79
67a56db7b61b6dd44db46f08,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,79
67a56db7b61b6dd44db46f09,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f0a,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,22
67a56db7b61b6dd44db46f0b,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00030.java,79
67a56db7b61b6dd44db46f0c,Trust Boundary Violation,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,501
67a56db7b61b6dd44db46f0d,Trust Boundary Violation,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,501
67a56db7b61b6dd44db46f0e,Trust Boundary Violation,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,501
67a56db7b61b6dd44db46f0f,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,79
67a56db7b61b6dd44db46f10,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00032.java,89
67a56db7b61b6dd44db46f11,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00033.java,89
67a56db7b61b6dd44db46f12,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,89
67a56db7b61b6dd44db46f13,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,89
67a56db7b61b6dd44db46f14,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,89
67a56db7b61b6dd44db46f15,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,327
67a56db7b61b6dd44db46f16,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,327
67a56db7b61b6dd44db46f17,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,489
67a56db7b61b6dd44db46f18,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,79
67a56db7b61b6dd44db46f19,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,79
67a56db7b61b6dd44db46f1a,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,79
67a56db7b61b6dd44db46f1b,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00037.java,89
67a56db7b61b6dd44db46f1c,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00037.java,89
67a56db7b61b6dd44db46f1d,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00038.java,89
67a56db7b61b6dd44db46f1e,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00039.java,89
67a56db7b61b6dd44db46f1f,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00040.java,22
67a56db7b61b6dd44db46f20,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00042.java,352
67a56db7b61b6dd44db46f21,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00043.java,89
67a56db7b61b6dd44db46f22,SQL Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00043.java,89
67a56db7b61b6dd44db46f23,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,90
67a56db7b61b6dd44db46f24,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,90
67a56db7b61b6dd44db46f25,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,90
67a56db7b61b6dd44db46f26,LDAP Injection,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,90
67a56db7b61b6dd44db46f27,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,79
67a56db7b61b6dd44db46f28,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,22
67a56db7b61b6dd44db46f29,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,22
67a56db7b61b6dd44db46f2a,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,22
67a56db7b61b6dd44db46f2b,Path Traversal,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,22
67a56db7b61b6dd44db46f2c,Cross-Site Scripting,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,79
67a56db7b61b6dd44db46f2d,Weak Hash Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00046.java,328
67a56db7b61b6dd44db46f2e,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00047.java,79
67a56db7b61b6dd44db46f2f,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00048.java,79
67a56db7b61b6dd44db46f30,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,79
67a56db7b61b6dd44db46f31,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,79
67a56db7b61b6dd44db46f32,Cross-Site Scripting,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,79
67a56db7b61b6dd44db46f33,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,327
67a56db7b61b6dd44db46f34,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,327
67a56db7b61b6dd44db46f35,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f36,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f37,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f38,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f39,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f3a,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f3b,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,489
67a56db7b61b6dd44db46f3c,Command Injection,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,78
67a56db7b61b6dd44db46f3d,Command Injection,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,78
67a56db7b61b6dd44db46f3e,Command Injection,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,78
67a56db7b61b6dd44db46f3f,SQL Injection,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00052.java,89
67a56db7b61b6dd44db46f40,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,1004
67a56db7b61b6dd44db46f41,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,1004
67a56db7b61b6dd44db46f42,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,352
67a56db7b61b6dd44db46f43,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,327
67a56db7b61b6dd44db46f44,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,327
67a56db7b61b6dd44db46f45,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f46,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f47,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f48,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f49,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f4a,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,489
67a56db7b61b6dd44db46f4b,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,1004
67a56db7b61b6dd44db46f4c,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,1004
67a56db7b61b6dd44db46f4d,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,352
67a56db7b61b6dd44db46f4e,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f4f,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f50,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f51,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f52,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f53,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,489
67a56db7b61b6dd44db46f54,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,1004
67a56db7b61b6dd44db46f55,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,1004
67a56db7b61b6dd44db46f56,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,352
67a56db7b61b6dd44db46f57,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,327
67a56db7b61b6dd44db46f58,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,327
67a56db7b61b6dd44db46f59,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5a,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5b,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5c,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5d,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5e,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f5f,Print Stack Trace,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,489
67a56db7b61b6dd44db46f60,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,1004
67a56db7b61b6dd44db46f61,Missing HttpOnly Flag,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,1004
67a56db7b61b6dd44db46f62,Cross-Site Request Forgery,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,352
67a56db7b61b6dd44db46f63,Weak Encryption Algorithm,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,327
