vulnerability_id,vulnerability_type,cwe,start_line,end_line,start_column,end_column,triage_true_positive,ground_truth_vulnerability,filename,category,sink,source
67a56db6b61b6dd44db46ec0,Trust Boundary Violation,CWE-501,67,67,9,59,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00004.java,trustbound,SessionSetAttribute-S^-O.code,RequestGetCookies.code
67a56db6b61b6dd44db46ec1,Cross-Site Scripting,CWE-79,69,73,9,77,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00004.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None
67a56db6b61b6dd44db46ec2,Weak Encryption Algorithm,CWE-326,63,63,69,91,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,CipherGetInstance-S.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec3,Weak Encryption Algorithm,CWE-326,66,66,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,CipherGetInstance-S.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec4,Weak Encryption Algorithm,CWE-326,66,66,80,85,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,CipherGetInstance-S.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec5,Print Stack Trace,CWE-489,118,118,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db6b61b6dd44db46ec6,Command Injection,CWE-78,62,62,9,38,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec7,Command Injection,CWE-78,62,62,9,38,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec8,Command Injection,CWE-78,66,66,9,28,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeader.code
67a56db6b61b6dd44db46ec9,Command Injection,CWE-78,66,66,20,27,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeader.code
67a56db6b61b6dd44db46eca,Command Injection,CWE-78,66,66,20,27,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeader.code
67a56db6b61b6dd44db46ecb,Command Injection,CWE-78,61,61,13,47,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00007.java,cmdi,RuntimeExec-S[]-S[]^.code,RequestGetHeader.code
67a56db6b61b6dd44db46ecc,Command Injection,CWE-78,61,61,13,47,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00007.java,cmdi,RuntimeExec-S[]-S[]^.code,RequestGetHeader.code
67a56db6b61b6dd44db46ecd,SQL Injection,CWE-89,57,57,13,80,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00008.java,sqli,SqlConnectionPrepareCall.code,RequestGetHeader.code
67a56db6b61b6dd44db46ece,SQL Injection,CWE-89,57,57,75,78,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00008.java,sqli,SqlConnectionPrepareCall.code,RequestGetHeader.code
67a56db6b61b6dd44db46ecf,Sensitive Cookie with Improper SameSite Attribute,CWE-352,99,99,17,48,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00010.java,java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,None,None
67a56db6b61b6dd44db46ed0,Path Traversal,CWE-22,54,54,22,71,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,pathtraver,File-S^-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed1,Path Traversal,CWE-22,54,54,22,71,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,pathtraver,File-S^-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed2,Path Traversal,CWE-22,54,54,52,57,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,pathtraver,File-S^-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed3,Path Traversal,CWE-22,54,54,52,57,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,pathtraver,File-S^-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed4,LDAP Injection,CWE-90,68,68,21,58,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,ldapi,InitialDirContextSearch-S-S^-O[]-SC.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed5,LDAP Injection,CWE-90,68,68,21,58,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,ldapi,InitialDirContextSearch-S-S^-O[]-SC.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed6,LDAP Injection,CWE-90,68,68,38,44,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,ldapi,InitialDirContextSearch-S-S^-O[]-SC.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed7,LDAP Injection,CWE-90,68,68,38,44,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,ldapi,InitialDirContextSearch-S-S^-O[]-SC.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ed8,Cross-Site Scripting,CWE-79,77,85,21,54,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,java/XSS,None,None
67a56db6b61b6dd44db46ed9,Cross-Site Scripting,CWE-79,56,56,9,69,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00013.java,xss,PrintWriterFormat-L-S^-O[].code,RequestGetHeaders.code
67a56db6b61b6dd44db46eda,Cross-Site Scripting,CWE-79,56,56,9,48,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00014.java,xss,PrintWriterFormat-S^-O[].code,RequestGetHeaders.code
67a56db6b61b6dd44db46edb,Command Injection,CWE-78,64,64,9,38,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeaders.code
67a56db6b61b6dd44db46edc,Command Injection,CWE-78,64,64,9,38,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeaders.code
67a56db6b61b6dd44db46edd,Command Injection,CWE-78,68,68,9,28,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ede,Command Injection,CWE-78,68,68,20,27,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeaders.code
67a56db6b61b6dd44db46edf,Command Injection,CWE-78,68,68,20,27,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,cmdi,ProcessBuilderCommand-L.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee0,Sensitive Cookie with Improper SameSite Attribute,CWE-352,75,75,9,36,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00016.java,java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,None,None
67a56db6b61b6dd44db46ee1,Command Injection,CWE-78,63,63,13,45,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,cmdi,RuntimeExec-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee2,Command Injection,CWE-78,63,63,13,45,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,cmdi,RuntimeExec-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee3,Command Injection,CWE-78,63,63,32,43,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,cmdi,RuntimeExec-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee4,Command Injection,CWE-78,63,63,32,43,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,cmdi,RuntimeExec-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee5,SQL Injection,CWE-89,57,59,13,54,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee6,SQL Injection,CWE-89,59,59,25,53,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee7,SQL Injection,CWE-89,59,59,25,53,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetHeaders.code
67a56db6b61b6dd44db46ee8,Weak Encryption Algorithm,CWE-326,54,54,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,CipherGetInstance-S3.code,RequestGetInputStream.code
67a56db7b61b6dd44db46ee9,Weak Encryption Algorithm,CWE-326,54,54,80,85,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,CipherGetInstance-S3.code,RequestGetInputStream.code
67a56db7b61b6dd44db46eea,Print Stack Trace,CWE-489,103,103,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46eeb,Weak Encryption Algorithm,CWE-326,61,61,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,crypto,CipherGetInstance-S-S.code,RequestGetParameter.code
67a56db7b61b6dd44db46eec,Weak Encryption Algorithm,CWE-326,61,61,80,85,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,crypto,CipherGetInstance-S-S.code,RequestGetParameter.code
67a56db7b61b6dd44db46eed,Print Stack Trace,CWE-489,108,108,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46eee,Print Stack Trace,CWE-489,114,114,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46eef,Print Stack Trace,CWE-489,120,120,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46ef0,Print Stack Trace,CWE-489,126,126,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46ef1,Print Stack Trace,CWE-489,132,132,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46ef2,Print Stack Trace,CWE-489,138,138,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46ef3,Print Stack Trace,CWE-489,144,144,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46ef4,LDAP Injection,CWE-90,59,59,21,58,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,ldapi,DirContextSearch-S-S^-O[]-SC.code,RequestGetParameter.code
67a56db7b61b6dd44db46ef5,LDAP Injection,CWE-90,59,59,21,58,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,ldapi,DirContextSearch-S-S^-O[]-SC.code,RequestGetParameter.code
67a56db7b61b6dd44db46ef6,LDAP Injection,CWE-90,59,59,38,44,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,ldapi,DirContextSearch-S-S^-O[]-SC.code,RequestGetParameter.code
67a56db7b61b6dd44db46ef7,LDAP Injection,CWE-90,59,59,38,44,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,ldapi,DirContextSearch-S-S^-O[]-SC.code,RequestGetParameter.code
67a56db7b61b6dd44db46ef8,Cross-Site Scripting,CWE-79,68,76,21,54,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,java/XSS,None,None
67a56db7b61b6dd44db46ef9,Weak Random Number,CWE-330,47,47,22,56,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00023.java,weakrand,RandomNextFloat.code,RequestGetParameter.code
67a56db7b61b6dd44db46efa,Sensitive Cookie with Improper SameSite Attribute,CWE-352,83,83,13,44,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00023.java,java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,None,None
67a56db7b61b6dd44db46efb,SQL Injection,CWE-89,52,57,13,73,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00024.java,sqli,SqlConnectionPrepareStatement-S-i-i-i.code,RequestGetParameter.code
67a56db7b61b6dd44db46efc,SQL Injection,CWE-89,54,54,29,32,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00024.java,sqli,SqlConnectionPrepareStatement-S-i-i-i.code,RequestGetParameter.code
67a56db7b61b6dd44db46efd,SQL Injection,CWE-89,51,53,13,46,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,sqli,SqlSpringQueryForLong-S^.code,RequestGetParameter.code
67a56db7b61b6dd44db46efe,Cross-Site Scripting,CWE-79,54,54,13,89,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None
67a56db7b61b6dd44db46eff,SQL Injection,CWE-89,49,50,13,97,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00026.java,sqli,SqlSpringQueryForRowSet-S^.code,RequestGetParameter.code
67a56db7b61b6dd44db46f00,SQL Injection,CWE-89,50,52,13,54,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetParameter.code
67a56db7b61b6dd44db46f01,SQL Injection,CWE-89,52,52,25,53,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetParameter.code
67a56db7b61b6dd44db46f02,SQL Injection,CWE-89,52,52,25,53,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,sqli,SqlStatementExecuteUpdate-S.code,RequestGetParameter.code
67a56db7b61b6dd44db46f03,Path Traversal,CWE-22,57,57,13,64,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f04,Path Traversal,CWE-22,57,57,13,64,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f05,Path Traversal,CWE-22,57,57,48,56,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f06,Path Traversal,CWE-22,57,57,48,56,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f07,Cross-Site Scripting,CWE-79,64,64,13,93,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None
67a56db7b61b6dd44db46f08,Cross-Site Scripting,CWE-79,69,69,21,32,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None
67a56db7b61b6dd44db46f09,Path Traversal,CWE-22,70,70,21,31,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0a,Path Traversal,CWE-22,70,70,21,31,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,pathtraver,FileOutputStream-S-b.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0b,Cross-Site Scripting,CWE-79,53,53,9,48,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00030.java,xss,PrintWriterPrintf-S^-O[].code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0c,Trust Boundary Violation,CWE-501,52,52,9,55,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,trustbound,SessionPutValue-S-O^.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0d,Trust Boundary Violation,CWE-501,52,52,9,56,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,trustbound,SessionPutValue-S-O^.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0e,Trust Boundary Violation,CWE-501,52,52,49,54,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,trustbound,SessionPutValue-S-O^.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f0f,Cross-Site Scripting,CWE-79,54,58,9,57,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None
67a56db7b61b6dd44db46f10,SQL Injection,CWE-89,54,54,13,82,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00032.java,sqli,SqlSpringExecute-S^.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f11,SQL Injection,CWE-89,53,54,13,97,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00033.java,sqli,SqlSpringQueryForRowSet-S^.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f12,SQL Injection,CWE-89,56,56,13,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,sqli,SqlStatementExecute-S-i.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f13,SQL Injection,CWE-89,56,56,13,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,sqli,SqlStatementExecute-S-i.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f14,SQL Injection,CWE-89,56,56,13,78,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,sqli,SqlStatementExecute-S-i.code,RequestGetParameterMap.code
67a56db7b61b6dd44db46f15,Weak Encryption Algorithm,CWE-326,69,69,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a56db7b61b6dd44db46f16,Weak Encryption Algorithm,CWE-326,69,69,80,85,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a56db7b61b6dd44db46f17,Print Stack Trace,CWE-489,118,118,13,52,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,None,None
67a56db7b61b6dd44db46f18,Cross-Site Scripting,CWE-79,65,65,13,71,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,xss,PrintWriterWrite-c[]-i-i.code,RequestGetParameterNames.code
67a56db7b61b6dd44db46f19,Cross-Site Scripting,CWE-79,65,65,13,72,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,xss,PrintWriterWrite-c[]-i-i.code,RequestGetParameterNames.code
