vulnerability_id,vulnerability_type,cwe,start_line,end_line,start_column,end_column,triage_true_positive,ground_truth_vulnerability,filename,category,data_flow,sink,source
67a54cf2c7ab579e9eb39a32,Insecure Cookie,CWE-614,70,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01789.java,securecookie,QuestionmarkConditional.code,ResponseAddCookie-Nonsecure.code,StaticGetParameterSeparate.code
67a54cf2c7ab579e9eb39a33,Insecure Cookie,CWE-614,88,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01861.java,securecookie,SafeIfTrue.code,ResponseAddCookie-Nonsecure.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a34,Insecure Cookie,CWE-614,84,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02005.java,securecookie,HashMap.code,ResponseAddCookie-Nonsecure.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a35,Insecure Cookie,CWE-614,69,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02142.java,securecookie,SafeArrayList.code,ResponseAddCookie-Nonsecure.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a36,Insecure Cookie,CWE-614,83,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02339.java,securecookie,SafeArrayList.code,ResponseAddCookie-Nonsecure.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a37,Insecure Cookie,CWE-614,71,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02427.java,securecookie,Substring.code,ResponseAddCookie-Nonsecure.code,RequestGetParameterSeparate.code
67a54cf2c7ab579e9eb39a38,Insecure Cookie,CWE-614,71,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02507.java,securecookie,QuestionmarkConditional.code,ResponseAddCookie-Nonsecure.code,RequestGetParameterValues.code
67a54cf2c7ab579e9eb39a39,Insecure Cookie,CWE-614,70,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02709.java,securecookie,QuestionmarkConditional.code,ResponseAddCookie-Nonsecure.code,StaticGetParameterSeparate.code
67a54cf2c7ab579e9eb39a3a,Insecure Cookie,CWE-614,70,,9,35,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02710.java,securecookie,SpringHtmlEscape-S.code,ResponseAddCookie-Nonsecure.code,StaticGetParameterSeparate.code
67a54cf2c7ab579e9eb39a3b,XPath Injection,CWE-643,90,,40,50,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00116.java,xpathi,SafeHashMap.code,XPath-Compile-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a3c,XPath Injection,CWE-643,75,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00207.java,xpathi,BASE64.code,XPath-Evaluate-S^-O.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a3d,XPath Injection,CWE-643,68,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00442.java,xpathi,QuestionmarkConditional.code,XPath-Evaluate-S^-O.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a3e,XPath Injection,CWE-643,79,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00607.java,xpathi,Reflection.code,XPath-Evaluate-S^-O.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a3f,XPath Injection,CWE-643,93,,41,51,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00852.java,xpathi,SafeHashMap.code,XPath-Evaluate-S^-O.code,RequestGetQueryString.code
67a54cf2c7ab579e9eb39a40,XPath Injection,CWE-643,82,,41,51,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01014.java,xpathi,Switch.code,XPath-Evaluate-S^-O.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a41,XPath Injection,CWE-643,72,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01223.java,xpathi,UnsafeSwitch.code,XPath-Compile-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a42,XPath Injection,CWE-643,70,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01224.java,xpathi,ArrayList.code,XPath-Evaluate-S^-O.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a43,XPath Injection,CWE-643,63,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01316.java,xpathi,UnsafeIfTrue.code,XPath-Evaluate-S^-O.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a44,XPath Injection,CWE-643,79,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01478.java,xpathi,QuestionmarkConditional.code,XPath-Compile-S.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a45,XPath Injection,CWE-643,67,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01561.java,xpathi,QuestionmarkConditional.code,XPath-Compile-S.code,RequestGetParameterSeparate.code
67a54cf2c7ab579e9eb39a46,XPath Injection,CWE-643,67,,40,50,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01562.java,xpathi,Switch.code,XPath-Compile-S.code,RequestGetParameterSeparate.code
67a54cf2c7ab579e9eb39a47,XPath Injection,CWE-643,67,,40,50,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01632.java,xpathi,Switch.code,XPath-Compile-S.code,RequestGetParameterValues.code
67a54cf2c7ab579e9eb39a48,XPath Injection,CWE-643,89,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01734.java,xpathi,QuestionmarkConditional.code,XPath-Compile-S.code,RequestGetQueryString.code
67a54cf2c7ab579e9eb39a49,XPath Injection,CWE-643,87,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01736.java,xpathi,ArrayList.code,XPath-Evaluate-S^-O.code,RequestGetQueryString.code
67a54cf2c7ab579e9eb39a4a,XPath Injection,CWE-643,84,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01892.java,xpathi,HashMap.code,XPath-Compile-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a4b,XPath Injection,CWE-643,82,,41,51,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01894.java,xpathi,QuestionmarkConditional.code,XPath-Evaluate-S^-O.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a4c,XPath Injection,CWE-643,70,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01974.java,xpathi,HashMap.code,XPath-Compile-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a4d,XPath Injection,CWE-643,72,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02100.java,xpathi,UnsafeSwitch.code,XPath-Compile-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a4e,XPath Injection,CWE-643,65,,40,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02189.java,xpathi,Assign.code,XPath-Compile-S.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a4f,XPath Injection,CWE-643,79,,40,50,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02370.java,xpathi,SafeArrayList.code,XPath-Compile-S.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a50,XPath Injection,CWE-643,65,,41,51,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02457.java,xpathi,SafeArrayList.code,XPath-Evaluate-S^-O.code,RequestGetParameterSeparate.code
67a54cf2c7ab579e9eb39a51,Weak Encryption Algorithm,CWE-327,63,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,none,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a52,Weak Encryption Algorithm,CWE-327,66,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,none,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a53,Weak Encryption Algorithm,CWE-327,51,,37,79,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,none,CipherGetInstance-S3.code,RequestGetInputStream.code
67a54cf2c7ab579e9eb39a54,Weak Encryption Algorithm,CWE-327,54,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,none,CipherGetInstance-S3.code,RequestGetInputStream.code
67a54cf2c7ab579e9eb39a55,Weak Encryption Algorithm,CWE-327,59,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,crypto,none,CipherGetInstance-S-S.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a56,Weak Encryption Algorithm,CWE-327,61,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,crypto,none,CipherGetInstance-S-S.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a57,Weak Encryption Algorithm,CWE-327,66,,37,79,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,none,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a58,Weak Encryption Algorithm,CWE-327,69,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,none,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a54cf2c7ab579e9eb39a59,Weak Encryption Algorithm,CWE-327,60,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,crypto,none,CipherGetInstance-S-S.code,StaticGetParameterSeparate.code
67a54cf2c7ab579e9eb39a5a,Weak Encryption Algorithm,CWE-327,62,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,crypto,none,CipherGetInstance-S-S.code,StaticGetParameterSeparate.code
67a54cf2c7ab579e9eb39a5b,Weak Encryption Algorithm,CWE-327,84,85,21,98,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S-P.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a5c,Weak Encryption Algorithm,CWE-327,88,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S-P.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a5d,Weak Encryption Algorithm,CWE-327,79,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,crypto,Assign.code,CipherGetInstance-S-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a5e,Weak Encryption Algorithm,CWE-327,81,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,crypto,Assign.code,CipherGetInstance-S-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a5f,Weak Encryption Algorithm,CWE-327,89,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,crypto,SafeArrayList.code,CipherGetInstance-S-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a60,Weak Encryption Algorithm,CWE-327,91,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,crypto,SafeArrayList.code,CipherGetInstance-S-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a61,Weak Encryption Algorithm,CWE-327,83,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00057.java,crypto,UnsafeIfTrue.code,CipherGetInstance-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a62,Weak Encryption Algorithm,CWE-327,86,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00057.java,crypto,UnsafeIfTrue.code,CipherGetInstance-S.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a63,Weak Encryption Algorithm,CWE-327,83,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00059.java,crypto,StringBuilderAppend.code,CipherGetInstance-S4.code,RequestGetCookies.code
67a54cf2c7ab579e9eb39a64,Weak Encryption Algorithm,CWE-327,85,86,21,98,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,crypto,LongChain.code,CipherGetInstance-S-P.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a65,Weak Encryption Algorithm,CWE-327,89,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,crypto,LongChain.code,CipherGetInstance-S-P.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a66,Weak Encryption Algorithm,CWE-327,69,70,21,98,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,crypto,StringBuilderReplace.code,CipherGetInstance-S-P.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a67,Weak Encryption Algorithm,CWE-327,73,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,crypto,StringBuilderReplace.code,CipherGetInstance-S-P.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a68,Weak Encryption Algorithm,CWE-327,64,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00123.java,crypto,ESAPIEncodeForHtml-S.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a69,Weak Encryption Algorithm,CWE-327,67,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00123.java,crypto,ESAPIEncodeForHtml-S.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6a,Weak Encryption Algorithm,CWE-327,69,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00124.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6b,Weak Encryption Algorithm,CWE-327,72,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00124.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6c,Weak Encryption Algorithm,CWE-327,64,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00125.java,crypto,StringEscapeUtilsEscapeHtml-S.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6d,Weak Encryption Algorithm,CWE-327,67,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00125.java,crypto,StringEscapeUtilsEscapeHtml-S.code,CipherGetInstance-S.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6e,Weak Encryption Algorithm,CWE-327,78,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00127.java,crypto,SafeArrayList.code,CipherGetInstance-S4.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a6f,Weak Encryption Algorithm,CWE-327,73,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00128.java,crypto,SafeIfTrue.code,CipherGetInstance-S4.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a70,Weak Encryption Algorithm,CWE-327,68,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00129.java,crypto,SpringHtmlEscape-S.code,CipherGetInstance-S4.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a71,Weak Encryption Algorithm,CWE-327,87,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00130.java,crypto,Switch.code,CipherGetInstance-S4.code,RequestGetHeader.code
67a54cf2c7ab579e9eb39a72,Weak Encryption Algorithm,CWE-327,80,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S-S.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a73,Weak Encryption Algorithm,CWE-327,82,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,crypto,SafeQuestionmarkConditional.code,CipherGetInstance-S-S.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a74,Weak Encryption Algorithm,CWE-327,77,,37,92,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00210.java,crypto,Substring.code,CipherGetInstance-S.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a75,Weak Encryption Algorithm,CWE-327,80,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00210.java,crypto,Substring.code,CipherGetInstance-S.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a76,Weak Encryption Algorithm,CWE-327,88,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00213.java,crypto,ArrayList.code,CipherGetInstance-S4.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a77,Weak Encryption Algorithm,CWE-327,78,,37,79,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00214.java,crypto,Assign.code,CipherGetInstance-S4.code,RequestGetHeaderNames.code
67a54cf2c7ab579e9eb39a78,Weak Encryption Algorithm,CWE-327,74,75,21,98,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,crypto,BASE64.code,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a79,Weak Encryption Algorithm,CWE-327,78,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,crypto,BASE64.code,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7a,Weak Encryption Algorithm,CWE-327,77,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,crypto,ArrayList.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7b,Weak Encryption Algorithm,CWE-327,79,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,crypto,ArrayList.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7c,Weak Encryption Algorithm,CWE-327,68,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,crypto,StringBuilderAppend.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7d,Weak Encryption Algorithm,CWE-327,70,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,crypto,StringBuilderAppend.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7e,Weak Encryption Algorithm,CWE-327,67,,21,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,crypto,StringEscapeUtilsEscapeHtml-S.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a7f,Weak Encryption Algorithm,CWE-327,69,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,crypto,StringEscapeUtilsEscapeHtml-S.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a54cf2c7ab579e9eb39a80,Weak Encryption Algorithm,CWE-327,60,,37,79,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00354.java,crypto,BASE64.code,CipherGetInstance-S3.code,RequestGetParameter.code
67a54cf2c7ab579e9eb39a81,Weak Encryption Algorithm,CWE-327,63,,42,86,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00354.java,crypto,BASE64.code,CipherGetInstance-S3.code,RequestGetParameter.code
