vulnerability_id,vulnerability_type,cwe,start_line,end_line,start_column,end_column,triage_true_positive,ground_truth_vulnerability,filename,category,sink,source
67a6308f49f3a081ad5ba490,Weak Encryption Algorithm,,73,73,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba491,Weak Encryption Algorithm,,73,73,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba492,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba493,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba494,Weak Encryption Algorithm,,84,84,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba495,Weak Encryption Algorithm,,84,84,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba496,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba497,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba498,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba499,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba49a,Weak Encryption Algorithm,,67,67,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba49b,Weak Encryption Algorithm,,67,67,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba49c,Weak Encryption Algorithm,,69,69,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba49d,Weak Encryption Algorithm,,69,69,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterValues.code
67a6308f49f3a081ad5ba49e,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba49f,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba4a0,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,crypto,CipherGetInstance-S-P.code,StaticGetParameterSeparate.code
67a6308f49f3a081ad5ba4a1,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,crypto,CipherGetInstance-S-P.code,StaticGetParameterSeparate.code
67a6308f49f3a081ad5ba4a2,Weak Encryption Algorithm,,71,71,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,crypto,CipherGetInstance-S-S.code,StaticGetParameterSeparate.code
67a6308f49f3a081ad5ba4a3,Weak Encryption Algorithm,,71,71,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,crypto,CipherGetInstance-S-S.code,StaticGetParameterSeparate.code
67a6308f49f3a081ad5ba4a4,Weak Encryption Algorithm,,66,66,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01015.java,crypto,CipherGetInstance-S-P.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4a5,Weak Encryption Algorithm,,66,66,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01015.java,crypto,CipherGetInstance-S-P.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4a6,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01016.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4a7,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01016.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4a8,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01017.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4a9,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01017.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4aa,Weak Encryption Algorithm,,76,76,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01099.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaderNames.code
67a6308f49f3a081ad5ba4ab,Weak Encryption Algorithm,,76,76,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01099.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaderNames.code
67a6308f49f3a081ad5ba4ac,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01148.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6308f49f3a081ad5ba4ad,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01148.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6308f49f3a081ad5ba4ae,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01149.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6308f49f3a081ad5ba4af,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01149.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6308f49f3a081ad5ba4b0,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01317.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b1,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01317.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b2,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01318.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b3,Weak Encryption Algorithm,,65,65,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01318.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b4,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01320.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b5,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01320.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6308f49f3a081ad5ba4b6,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6308f49f3a081ad5ba4b7,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6308f49f3a081ad5ba4b8,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4b9,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4ba,Weak Encryption Algorithm,,62,62,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4bb,Weak Encryption Algorithm,,62,62,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4bc,Weak Encryption Algorithm,,62,62,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4bd,Weak Encryption Algorithm,,62,62,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterSeparate.code
67a6308f49f3a081ad5ba4be,Weak Encryption Algorithm,,85,85,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,crypto,CipherGetInstance-S-P.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba4bf,Weak Encryption Algorithm,,85,85,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,crypto,CipherGetInstance-S-P.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba4c0,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01637.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba4c1,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01637.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6308f49f3a081ad5ba4c2,Weak Encryption Algorithm,,80,80,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01822.java,crypto,CipherGetInstance-S-P.code,RequestGetCookies.code
67a6308f49f3a081ad5ba4c3,Weak Encryption Algorithm,,80,80,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01822.java,crypto,CipherGetInstance-S-P.code,RequestGetCookies.code
67a6308f49f3a081ad5ba4c4,Weak Encryption Algorithm,,80,80,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01823.java,crypto,CipherGetInstance-S-P.code,RequestGetCookies.code
67a6308f49f3a081ad5ba4c5,Weak Encryption Algorithm,,80,80,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01823.java,crypto,CipherGetInstance-S-P.code,RequestGetCookies.code
67a6308f49f3a081ad5ba4c6,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01895.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4c7,Weak Encryption Algorithm,,65,65,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01895.java,crypto,CipherGetInstance-S-S.code,RequestGetHeader.code
67a6308f49f3a081ad5ba4c8,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02017.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4c9,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02017.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4ca,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02018.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4cb,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02018.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4cc,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02019.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4cd,Weak Encryption Algorithm,,68,68,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02019.java,crypto,CipherGetInstance-S-P.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4ce,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02020.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4cf,Weak Encryption Algorithm,,67,67,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02020.java,crypto,CipherGetInstance-S-S.code,RequestGetHeaders.code
67a6309049f3a081ad5ba4d0,Weak Encryption Algorithm,,60,60,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02101.java,crypto,CipherGetInstance-S-S.code,RequestGetParameter.code
67a6309049f3a081ad5ba4d1,Weak Encryption Algorithm,,60,60,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02101.java,crypto,CipherGetInstance-S-S.code,RequestGetParameter.code
67a6309049f3a081ad5ba4d2,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02192.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6309049f3a081ad5ba4d3,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02192.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6309049f3a081ad5ba4d4,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02193.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6309049f3a081ad5ba4d5,Weak Encryption Algorithm,,64,64,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02193.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterMap.code
67a6309049f3a081ad5ba4d6,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02290.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4d7,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02290.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4d8,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02291.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4d9,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02291.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4da,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02292.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4db,Weak Encryption Algorithm,,74,74,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02292.java,crypto,CipherGetInstance-S-S.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4dc,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02458.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6309049f3a081ad5ba4dd,Weak Encryption Algorithm,,63,63,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02458.java,crypto,CipherGetInstance-S-P.code,RequestGetParameterValues.code
67a6309049f3a081ad5ba4de,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02548.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6309049f3a081ad5ba4df,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02548.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6309049f3a081ad5ba4e0,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02549.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6309049f3a081ad5ba4e1,Weak Encryption Algorithm,,84,84,52,74,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02549.java,crypto,CipherGetInstance-S-S.code,RequestGetQueryString.code
67a6309049f3a081ad5ba4e2,Weak Encryption Algorithm,,62,62,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02658.java,crypto,CipherGetInstance-S-P.code,StaticGetParameterSeparate.code
67a6309049f3a081ad5ba4e3,Weak Encryption Algorithm,,62,62,28,50,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02658.java,crypto,CipherGetInstance-S-P.code,StaticGetParameterSeparate.code
67a6309049f3a081ad5ba4e4,Weak Encryption Algorithm,,63,63,68,90,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,CipherGetInstance-S.code,RequestGetHeader.code
67a6309049f3a081ad5ba4e5,Weak Encryption Algorithm,,63,63,68,90,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,crypto,CipherGetInstance-S.code,RequestGetHeader.code
67a6309049f3a081ad5ba4e6,Weak Encryption Algorithm,,51,51,68,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,CipherGetInstance-S3.code,RequestGetInputStream.code
67a6309049f3a081ad5ba4e7,Weak Encryption Algorithm,,51,51,68,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,crypto,CipherGetInstance-S3.code,RequestGetInputStream.code
67a6309049f3a081ad5ba4e8,Weak Encryption Algorithm,,66,66,68,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4e9,Weak Encryption Algorithm,,66,66,68,77,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,CipherGetInstance-S3.code,RequestGetParameterNames.code
67a6309049f3a081ad5ba4ea,Weak Encryption Algorithm,,83,83,68,77,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00059.java,crypto,CipherGetInstance-S4.code,RequestGetCookies.code
