vulnerability_id,vulnerability_type,cwe,start_line,end_line,start_column,end_column,triage_true_positive,ground_truth_vulnerability,filename,category,data_flow,sink,source
67abe78f56e6743164ca8324,Weak Random Number,CWE-338,49,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01781.java,weakrand,SafeArrayList.code,RandomNextDouble.code,StaticGetParameterSeparate.code
67abe78f56e6743164ca8325,Information Disclosure,CWE-215,139,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00130.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8326,Header Manipulation,CWE-113,86,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01372.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca8327,Information Disclosure,CWE-497,112,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02023.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca8328,Cross-Site Scripting,CWE-79,287,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,java/xss,None,None,None
67abe78f56e6743164ca8329,Information Disclosure,CWE-209,39,85,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00763.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca832a,Cross-Site Scripting,CWE-79,64,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02028.java,java/xss,None,None,None
67abe78f56e6743164ca832b,Cross-Site Scripting,CWE-79,56,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02446.java,java/xss,None,None,None
67abe78f56e6743164ca832c,Cross-Site Scripting,CWE-79,184,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,java/xss,None,None,None
67abe78f56e6743164ca832d,Information Disclosure,CWE-215,129,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca832e,Information Disclosure,CWE-215,123,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca832f,Information Disclosure,CWE-215,147,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8330,Information Disclosure,CWE-215,135,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8331,Information Disclosure,CWE-215,141,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8332,Information Disclosure,CWE-209,39,148,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01227.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8333,Information Disclosure,CWE-215,159,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8336,Information Disclosure,CWE-215,153,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01398.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8337,Information Disclosure,CWE-209,33,46,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00988.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8338,Cross-Site Scripting,CWE-79,65,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01498.java,java/xss,None,None,None
67abe78f56e6743164ca8339,Command Injection,CWE-77,95,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00559.java,cmdi,SafeLongChain.code,ProcessBuilderInit-L.code,RequestGetParameterNames.code
67abe78f56e6743164ca833a,Weak Encryption Algorithm,CWE-327,63,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02661.java,crypto,Substring.code,CipherGetInstance-S.code,StaticGetParameterSeparate.code
67abe78f56e6743164ca833b,Poor Code Quality,CWE-398,311,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/HibernateUtil.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca833c,Header Manipulation,CWE-113,40,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00072.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca833e,Cross-Site Scripting,CWE-79,59,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02272.java,java/xss,None,None,None
67abe78f56e6743164ca8342,Information Disclosure,CWE-209,39,165,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02290.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8344,Information Disclosure,CWE-209,49,97,,,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00064.java,243F5467-EFA4-4F69-8C9D-DB1932A9C0C0,None,None,None
67abe78f56e6743164ca8345,Cross-Site Scripting,CWE-79,107,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,java/xss,None,None,None
67abe78f56e6743164ca8346,Missing HttpOnly Flag,CWE-1004,37,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00972.java,java.lang.security.audit.cookie-missing-httponly.cookie-missing-httponly,None,None,None
67abe78f56e6743164ca8348,Command Injection,CWE-77,79,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00968.java,cmdi,Assign.code,ProcessBuilderInit-L.code,RequestGetCookies.code
67abe78f56e6743164ca834a,Information Disclosure,CWE-215,135,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca834b,Information Disclosure,CWE-215,141,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca834c,Information Disclosure,CWE-215,147,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca834d,Information Disclosure,CWE-215,153,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca834e,Information Disclosure,CWE-215,159,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca834f,Information Disclosure,CWE-215,165,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8350,Information Disclosure,CWE-497,71,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01158.java,DCA98C06-0D99-4EE0-ADA4-A4FA86FDE47A,None,None,None
67abe78f56e6743164ca8352,Poor Code Quality,CWE-398,84,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00628.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca8355,Information Disclosure,CWE-209,39,69,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01216.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8356,Path Traversal,CWE-22,85,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00787.java,pathtraver,BASE64.code,FileOutputStream-S.code,RequestGetQueryString.code
67abe78f56e6743164ca8357,Information Disclosure,CWE-215,78,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02343.java,243F5467-EFA4-4F69-8C9D-DB1932A9C0C0,None,None,None
67abe78f56e6743164ca8358,Weak Encryption Algorithm,CWE-327,67,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02020.java,crypto,SafeHashMap.code,CipherGetInstance-S-S.code,RequestGetHeaders.code
67abe78f56e6743164ca8359,Cross-Site Scripting,CWE-79,277,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,java/xss,None,None,None
67abe78f56e6743164ca835b,Header Manipulation,CWE-113,81,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01278.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca835c,Header Manipulation,CWE-113,81,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00565.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca835d,Weak Encryption Algorithm,CWE-327,67,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01018.java,crypto,SpringHtmlEscape-S.code,CipherGetInstance-S.code,RequestGetHeader.code
67abe78f56e6743164ca835e,Information Disclosure,CWE-209,39,116,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00248.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca835f,Information Disclosure,CWE-209,39,99,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00217.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8360,Information Disclosure,CWE-209,39,89,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01036.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8361,Information Disclosure,CWE-497,135,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/Utils.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca8362,Information Disclosure,CWE-497,127,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/Utils.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca8364,Cross-Site Scripting,CWE-79,95,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00952.java,798E4513-03B3-4252-A644-FBA596AEFB2B,None,None,None
67abe78f56e6743164ca8365,Information Disclosure,CWE-497,119,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/Utils.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca8366,Information Disclosure,CWE-497,107,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/Utils.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca8369,Poor Code Quality,CWE-398,78,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02253.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca836a,Poor Code Quality,CWE-398,120,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01707.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca836b,Header Manipulation,CWE-113,40,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00071.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca836c,Information Disclosure,CWE-209,39,90,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01714.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca836f,Information Disclosure,CWE-215,108,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01488.java,AB569D4C-EDB5-4F0F-9E31-D088010B4B33,None,None,None
67abe78f56e6743164ca8370,Cross-Site Scripting,CWE-79,49,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01257.java,xss,Reflection.code,PrintWriterPrint-O.code,RequestGetParameter.code
67abe78f56e6743164ca8371,Trust Boundary Violation,CWE-501,50,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00425.java,trustbound,StringBuilderAppend.code,SessionPutValue-S-O^.code,RequestGetParameter.code
67abe78f56e6743164ca8372,Header Manipulation,CWE-113,41,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01859.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca8373,Information Disclosure,CWE-539,38,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01857.java,864C76F4-4D0F-4676-BAD7-41523845E5B2,None,None,None
67abe78f56e6743164ca8374,Information Disclosure,CWE-209,39,57,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01180.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8375,Cross-Site Scripting,CWE-79,68,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01458.java,java/xss,None,None,None
67abe78f56e6743164ca8376,Information Disclosure,CWE-209,39,97,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02704.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8377,Missing HttpOnly Flag,CWE-1004,37,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01851.java,java.lang.security.audit.cookie-missing-httponly.cookie-missing-httponly,None,None,None
67abe78f56e6743164ca8378,Information Disclosure,CWE-215,61,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02198.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8379,Header Manipulation,CWE-113,40,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00084.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca837a,Weak Random Number,CWE-338,63,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02003.java,weakrand,SafeLongChain.code,RandomNextInt.code,RequestGetHeaderNames.code
67abe78f56e6743164ca837c,SQL Injection,CWE-89,65,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02356.java,sqli,UnsafeIfTrue.code,SqlSpringExecute-S^.code,RequestGetParameterNames.code
67abe78f56e6743164ca837e,Information Disclosure,CWE-209,39,98,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01603.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca837f,Poor Code Quality,CWE-398,74,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01529.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca8380,Information Disclosure,CWE-209,39,86,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00738.java,243F5467-EFA4-4F69-8C9D-DB1932A9C0C0,None,None,None
67abe78f56e6743164ca8381,Weak Hash Algorithm,CWE-328,68,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,hash,UnsafeSwitch.code,MessageDigestGetInstance-S-P.code,RequestGetParameterNames.code
67abe78f56e6743164ca8383,Cross-Site Scripting,CWE-79,72,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00004.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None,None
67abe78f56e6743164ca8384,Weak Encryption Algorithm,CWE-327,86,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02548.java,crypto,Reflection.code,CipherGetInstance-S-S.code,RequestGetQueryString.code
67abe78f56e6743164ca8387,Information Disclosure,CWE-209,39,110,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01291.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8388,Cross-Site Scripting,CWE-79,55,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01920.java,xss,ArrayList.code,PrintWriterPrintf-S-O[]^.code,RequestGetHeader.code
67abe78f56e6743164ca838b,Resource Injection,CWE-99,41,,,,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00072.java,2DEE27D8-C41F-48FC-8B40-FA60B403AEAE,None,None,None
67abe78f56e6743164ca838c,Header Manipulation,CWE-113,107,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00414.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca838d,Header Manipulation,CWE-113,104,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00578.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca838e,Header Manipulation,CWE-113,93,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00160.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca8390,Cross-Site Scripting,CWE-79,95,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00142.java,798E4513-03B3-4252-A644-FBA596AEFB2B,None,None,None
67abe78f56e6743164ca8391,Information Disclosure,CWE-497,103,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/LDAPServer.java,DCA98C06-0D99-4EE0-ADA4-A4FA86FDE47A,None,None,None
67abe78f56e6743164ca8393,Information Disclosure,CWE-209,39,63,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02542.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8394,Cross-Site Scripting,CWE-79,86,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01726.java,java/xss,None,None,None
67abe78f56e6743164ca8395,Information Disclosure,CWE-209,39,65,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02317.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca8396,Cross-Site Scripting,CWE-79,71,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00720.java,xss,UnsafeSwitch.code,PrintWriterPrintf-L-S^-O[].code,RequestGetParameterValues.code
67abe78f56e6743164ca8397,Poor Code Quality,CWE-398,69,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02207.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca8398,Information Disclosure,CWE-215,95,,,,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00981.java,864C76F4-4D0F-4676-BAD7-41523845E5B2,None,None,None
67abe78f56e6743164ca8399,Information Disclosure,CWE-209,39,124,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00582.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca839a,Cross-Site Scripting,CWE-79,91,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02392.java,java/xss,None,None,None
67abe78f56e6743164ca839b,Cross-Site Scripting,CWE-79,61,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00764.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None,None
67abe78f56e6743164ca839c,Information Disclosure,CWE-209,39,66,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01791.java,243F5467-EFA4-4F69-8C9D-DB1932A9C0C0,None,None,None
67abe78f56e6743164ca839e,Information Disclosure,CWE-209,39,78,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00342.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
67abe78f56e6743164ca839f,Information Disclosure,CWE-497,108,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,None,None,None
67abe78f56e6743164ca83a0,Cross-Site Scripting,CWE-79,74,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01010.java,java/xss,None,None,None
67abe78f56e6743164ca83a3,Poor Code Quality,CWE-398,98,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01760.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca83a4,Poor Code Quality,CWE-398,102,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01760.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca83a5,Cross-Site Scripting,CWE-79,73,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02360.java,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,None,None,None
67abe78f56e6743164ca83a7,Header Manipulation,CWE-113,77,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01436.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca83a8,Cross-Site Scripting,CWE-79,212,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,java/xss,None,None,None
67abe78f56e6743164ca83aa,Resource Injection,CWE-99,41,,,,TRUE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01856.java,2DEE27D8-C41F-48FC-8B40-FA60B403AEAE,None,None,None
67abe78f56e6743164ca83ab,Header Manipulation,CWE-113,41,,,,FALSE,FALSE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00093.java,F493EB79-7E64-4B7F-BCF4-41080CBF6508,None,None,None
67abe78f56e6743164ca83ac,Poor Code Quality,CWE-398,108,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00320.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca83ad,Weak Hash Algorithm,CWE-328,68,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00963.java,hash,ESAPIEncodeForHtml-S.code,MessageDigestGetInstance-S.code,RequestGetCookies.code
67abe78f56e6743164ca83ae,Poor Code Quality,CWE-398,111,,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01140.java,F972FE42-6C15-47D2-BD5C-448166A574C2,None,None,None
67abe78f56e6743164ca83af,Information Disclosure,CWE-209,39,85,,,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02648.java,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,None,None,None
